0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.012e-05,-1.187e-05,-8.9888e-05,-9.4026e-06,3.4661e-05,-8.7758e-05,-1.4098e-05,-2.2321e-05,-4.402e-05,6.2305e-05,3.119e-06,-0.00011007,4.5625e-05,-2.8048e-05,0.00010374
6.6371e-06,-1.4592e-05,-1.6782e-06,-2.3842e-07,-2.1619e-05,1.7246e-05,-9.2959e-05,8.92e-05,0.00011089,2.0978e-05,2.0337e-05,2.9033e-05,-3.1795e-06,-1.3832e-05,-1.3925e-05
-2.2837e-05,1.228e-05,2.7131e-05,-4.2348e-05,1.9092e-06,-2.7493e-05,-4.6175e-05,-2.4429e-06,-7.9524e-05,6.9309e-06,-3.2705e-05,-7.0892e-05,-1.632e-05,3.1143e-06,-5.9649e-05
-5.1882e-06,1.8354e-05,6.7307e-05,-4.4247e-05,-7.6937e-06,0.00012991,3.5792e-05,4.7928e-05,0.00017979,2.7909e-05,7.1356e-05,0.0001392,-3.5465e-05,6.7128e-05,6.1886e-05
7.3824e-06,-5.6643e-06,-1.8584e-05,-1.2841e-05,1.3348e-05,5.3868e-06,-8.5704e-05,0.00017049,4.794e-05,4.5994e-05,5.2465e-05,5.4924e-05,1.1621e-05,3.5763e-07,2.1903e-05
5.6846e-06,-7.8198e-05,-5.804e-06,2.1802e-05,-8.45e-05,5.777e-06,0.00025763,-4.7518e-05,2.381e-05,1.7638e-05,-7.5864e-05,9.7882e-06,8.1826e-06,-7.833e-05,1.7268e-05
-2.6356e-05,4.4827e-05,-2.1929e-05,-4.7641e-05,4.416e-05,-2.1691e-05,-0.00010089,8.225e-05,-0.0002514,5.7667e-05,6.4666e-05,-2.0742e-05,2.8865e-05,2.6252e-05,-1.5638e-05
4.0651e-05,8.1584e-05,5.7723e-06,3.9347e-05,0.00010193,6.129e-06,-4.0928e-05,0.00013431,-5.2352e-05,4.7479e-06,5.3061e-05,2.3952e-05,2.3514e-05,0.00010028,2.0231e-05
9.0797e-06,4.4852e-06,-2.8554e-05,0.00055774,0.00047209,2.7267e-05,-4.1444e-05,3.5629e-05,1.3567e-05,3.9856e-05,7.3962e-05,7.4608e-05,1.741e-05,3.7029e-06,3.309e-05
-2.2433e-06,4.0009e-05,1.2293e-07,-0.00019898,-9.8454e-05,-2.2324e-06,3.8876e-05,-4.1336e-05,-2.7859e-05,7.4396e-05,0.00011595,5.6628e-05,5.3078e-05,4.8127e-05,2.8119e-05
1.9141e-05,-4.2403e-05,-2.1793e-06,-0.00020158,-0.00013951,8.3409e-06,-9.5039e-06,-1.4497e-05,0.00016488,6.3372e-05,-4.594e-05,3.1948e-05,1.9068e-05,6.1225e-06,-0.00012368
1.6829e-05,5.018e-06,-3.4772e-05,-0.00015036,-8.9522e-05,-2.8738e-05,9.9288e-05,1.4775e-05,0.00014427,7.5868e-05,9.3434e-05,0.00010256,5.1059e-05,9.5107e-06,9.3075e-06
-4.9775e-05,-2.6652e-05,-3.3215e-05,-0.00010925,-7.1415e-05,-5.535e-05,-8.0424e-05,2.0122e-05,2.4531e-05,7.9806e-05,1.9938e-05,-0.00013516,1.1403e-05,-5.1804e-05,4.0805e-05
4.3456e-06,2.3626e-05,1.1144e-05,-2.906e-05,-5.8915e-06,3.6849e-05,0.0001152,9.1732e-05,0.00013673,6.4659e-05,8.1071e-05,0.00013521,7.6978e-05,9.4516e-05,3.8261e-05
9.7121e-06,2.5807e-06,-1.3821e-06,2.3363e-05,2.4375e-05,1.6712e-05,7.9665e-05,1.8963e-05,1.4966e-05,6.9963e-05,7.077e-05,8.7289e-05,5.9517e-05,6.0242e-05,1.2328e-05
2.8996e-05,-7.4673e-06,5.1454e-05,1.5665e-06,-8.5526e-05,-8.3511e-05,0.00015105,-7.0876e-05,5.0155e-05,2.764e-05,2.0162e-06,-2.1022e-05,-6.9439e-06,6.0342e-05,-5.6421e-05
-1.7402e-05,-1.0515e-06,2.8083e-05,1.3391e-05,2.1866e-05,3.2919e-05,-7.5317e-05,-1.7078e-05,2.0536e-06,4.3047e-05,9.2483e-06,7.0672e-05,8.4024e-06,-2.1625e-05,4.5755e-05
-8.3898e-06,1.0866e-05,1.0887e-05,0.00012452,-4.1168e-05,3.1486e-05,4.8626e-05,-0.00011007,8.2544e-05,0.00010891,7.2338e-05,8.3122e-05,7.0455e-05,-5.6036e-05,3.89e-06
-1.2971e-06,8.9054e-05,-5.0869e-06,1.0304e-05,4.6707e-05,3.4131e-05,0.00010492,4.5585e-05,4.8336e-05,0.0001101,6.9949e-05,5.0968e-05,1.0343e-05,0.00010347,5.8924e-06
-2.6303e-05,2.1064e-05,2.17e-05,-2.6042e-05,4.1354e-05,1.8662e-05,2.6508e-05,5.5716e-06,-8.7969e-05,0.00011152,7.6297e-05,2.2296e-05,4.0518e-05,5.4482e-05,-7.8148e-06
4.7683e-05,-1.251e-05,1.4715e-07,5.5067e-05,-6.2378e-05,-1.925e-05,0.00011479,-6.2523e-05,3.716e-07,8.4282e-05,-6.5424e-05,4.5188e-06,3.1527e-05,-7.8021e-05,3.5145e-05
-2.528e-05,9.7239e-06,3.7793e-06,-4.5365e-05,6.1958e-05,2.8137e-05,1.6668e-05,1.5158e-05,5.5835e-05,0.00013992,0.00013077,8.0446e-05,0.00011668,6.7636e-05,-7.8931e-06
-7.4165e-05,-4.5933e-05,4.0587e-06,-0.00013302,-7.7737e-06,3.2702e-05,-5.9844e-05,-5.8389e-06,0.00011636,5.3988e-05,3.0471e-06,7.1218e-05,3.5204e-06,2.3788e-05,6.5328e-05
2.3127e-05,-1.8906e-06,-2.4214e-06,-4.2672e-05,5.6846e-05,3.9662e-05,-5.6962e-05,7.5574e-05,7.119e-06,-1.044e-06,8.982e-06,-7.6134e-05,-1.9016e-05,1.3303e-05,5.6446e-06
2.2975e-05,-5.9092e-06,-1.2618e-05,2.1007e-05,4.0402e-05,-1.75e-05,-4.3542e-05,1.7339e-05,0.00014181,0.0001171,7.6776e-05,-1.546e-05,7.2084e-07,3.5254e-05,-4.0556e-06
2.5081e-05,6.6729e-06,-4.5268e-05,-2.663e-05,2.287e-05,-2.5527e-05,-6.2955e-05,-3.6474e-05,7.134e-05,0.00013842,6.7292e-05,-5.0481e-05,-9.6297e-05,1.8753e-05,7.0916e-05
4.0354e-06,-2.7837e-06,-3.3341e-07,3.4107e-05,7.7225e-06,-1.3847e-05,3.7254e-05,-9.6743e-05,0.00016966,9.7018e-05,-5.2974e-06,-6.2114e-05,7.599e-05,1.5896e-05,-3.2749e-05
-6.6527e-05,-3.1585e-05,3.3788e-06,-1.6281e-05,2.9365e-06,-1.324e-05,-6.5804e-05,1.0319e-05,-2.3263e-05,-3.6719e-05,5.6123e-05,-0.00014654,-8.2161e-05,5.0733e-05,-7.3451e-05
2.7809e-05,7.5744e-05,7.3656e-05,8.9752e-05,0.00012887,0.00014398,-1.0135e-06,5.8365e-05,0.00022169,6.3832e-05,8.483e-05,0.00011527,0.00011359,9.2458e-05,9.4175e-05
1.8793e-05,-3.0343e-05,-1.115e-05,3.9275e-05,-5.809e-05,-3.1685e-05,1.6116e-05,-4.3788e-05,0.00011722,6.1761e-05,9.8085e-05,-5.8806e-05,0.00021783,-0.00011378,6.6529e-05
-6.5061e-05,5.9418e-06,1.3841e-05,6.8488e-05,0.0002389,-0.00019672,-4.2126e-05,9.4926e-05,3.9584e-05,0.00016231,0.0001128,-0.00014437,5.5745e-05,0.00017657,-0.00011887
3.9538e-05,-2.9983e-05,-1.7244e-05,-4.8969e-06,-0.00012321,4.6307e-05,7.997e-05,-0.00020112,-2.2889e-05,6.6099e-05,9.0856e-05,1.0245e-07,0.00016932,-5.0701e-06,2.44e-05
3.2024e-05,-9.397e-06,-2.0945e-05,0.00010974,-0.00021532,6.7631e-05,5.1802e-05,-0.0001644,0.00011943,5.279e-05,7.7539e-05,1.4011e-05,-1.6889e-05,1.8254e-07,3.6125e-05
-4.8247e-05,7.6992e-06,-7.5627e-05,-0.00016,1.844e-06,3.0763e-05,9.6767e-06,-1.9474e-05,-4.8504e-05,-0.00017045,-6.1967e-06,-5.1137e-05,-0.00016873,0.00012642,5.7345e-05
2.2342e-05,-1.5986e-05,-1.7324e-05,-0.00012783,0.00022099,-8.6714e-05,-0.00011454,9.517e-05,5.5626e-05,-4.3775e-05,-8.9821e-05,-0.00016606,-7.9095e-05,-0.00010254,-4.4973e-05
-2.4527e-05,-4.7867e-05,-4.7261e-05,-3.0194e-05,3.4737e-05,-5.6196e-05,1.4411e-05,1.6293e-05,-4.101e-05,-9.873e-06,5.5709e-05,-4.7885e-05,4.808e-05,-3.163e-05,-2.2845e-05
9.5172e-06,1.5466e-05,-4.9826e-06,-3.4193e-05,6.5081e-06,2.7996e-05,8.7673e-05,7.1046e-06,-1.6722e-05,-3.7652e-05,7.9643e-06,-8.5218e-05,2.1312e-05,-2.7679e-05,-0.00010582
5.6071e-05,-2.7419e-05,4.464e-05,4.2152e-05,5.5612e-05,5.8214e-05,1.2636e-05,0.0001331,0.00010757,7.5384e-05,2.4064e-05,-5.3849e-06,7.7469e-05,3.5299e-05,4.3648e-05
-2.8254e-05,-1.614e-06,-1.7637e-05,-1.7239e-06,2.8616e-05,-2.2909e-05,-8.6904e-06,1.6586e-05,9.2397e-05,-5.7235e-05,8.3834e-06,-2.8243e-05,3.7294e-05,-1.708e-05,-1.14e-05
4.7958e-06,-2.3392e-05,-2.7934e-05,3.3181e-05,9.2452e-06,-3.7703e-05,-4.0599e-06,-6.7153e-05,0.00011736,1.0282e-06,7.3552e-05,-2.3182e-05,0.00018075,-3.1028e-05,0.0001072
-2.1881e-05,-2.239e-05,4.1807e-05,-9.3292e-05,-6.5909e-05,0.00013209,0.00012178,1.7082e-05,5.3343e-05,0.00012061,6.9754e-05,1.9908e-05,9.2361e-05,6.599e-05,-2.9517e-05
-9.8089e-06,-1.6298e-07,-1.7509e-05,-1.9977e-06,-2.7159e-05,-2.3708e-05,7.9078e-05,-6.7288e-05,-6.109e-05,-2.7989e-05,2.5448e-05,-0.00012216,2.2357e-05,3.2768e-05,1.8588e-06
-4.6184e-06,-9.1223e-06,-3.8814e-05,1.0591e-05,1.9585e-05,-4.286e-05,6.0798e-05,5.6793e-05,-7.0291e-05,1.971e-05,2.2666e-05,-3.8665e-05,-2.9961e-05,8.0919e-05,6.8061e-05
1.7297e-05,-6.9914e-06,7.2457e-07,6.5099e-07,3.714e-05,-2.3047e-05,5.2163e-05,4.577e-05,6.1486e-05,-2.357e-05,3.0748e-05,-1.7349e-05,-2.2018e-05,-4.3165e-05,3.7429e-06
1.8986e-05,1.5602e-05,4.8298e-06,-4.5234e-06,1.9895e-05,-4.5104e-06,4.9713e-05,0.00017697,-1.0899e-05,-0.0001221,-0.00023716,-0.00055085,-2.1927e-05,-4.1747e-05,-1.9774e-05
-6.4368e-06,-5.8319e-05,-6.6347e-05,1.549e-05,0.00011574,-7.9838e-05,-8.9491e-05,-0.00013926,7.4093e-05,-5.4955e-05,3.0677e-05,6.2075e-05,2.4809e-05,-6.3682e-05,-3.448e-05
-5.9465e-06,9.4334e-06,4.0345e-06,-2.6102e-05,-3.4487e-05,3.0002e-05,7.9107e-05,9.8203e-06,1.0314e-05,0.0001753,0.00021552,-1.2359e-05,1.3866e-05,0.00018527,-3.4297e-05
-1.8997e-06,-2.3718e-05,2.4214e-08,3.4582e-05,-0.00013336,3.6597e-05,0.00018477,-0.00031225,4.8022e-05,1.1249e-05,1.9135e-05,0.0001882,9.5831e-05,-7.9386e-06,3.3092e-05
-2.9526e-05,2.2643e-05,7.35e-06,-8.3977e-06,6.9188e-06,5.9748e-05,4.2505e-05,0.00018401,-9.5997e-05,-3.9309e-05,-2.5417e-06,1.2113e-05,4.9939e-05,9.764e-06,1.9732e-05
4.773e-08,1.9404e-05,6.7968e-06,-8.1096e-05,-1.6474e-05,-5.1608e-05,-2.4021e-06,0.00014964,1.4196e-05,0.00011475,0.00018405,-0.00015952,9.5593e-05,5.8141e-05,7.3496e-05
8.4223e-05,6.4261e-08,6.7635e-05,7.8954e-05,-1.8291e-06,0.00013212,-8.5024e-05,-3.8604e-05,7.927e-05,-0.00011362,-4.3911e-05,0.00035162,7.4411e-05,6.0886e-05,8.8419e-05
